000000015266.jpg,bowl,99.29996728897095,1549,1193,475,250
000000015266.jpg,diningtable,88.13663721084595,1609,102,1082,163
000000015266.jpg,cup,99.80467557907104,532,191,532,176
000000015266.jpg,knife,95.81236839294434,1613,1271,983,651
000000020601.jpg,chair,91.49104952812195,898,540,235,30
000000020601.jpg,diningtable,99.62602853775024,1542,160,1032,259
000000020601.jpg,bowl,97.49188423156738,562,225,855,588
000000020601.jpg,chair,80.32670021057129,388,157,228,8
000000020601.jpg,sofa,73.40779304504395,1279,1007,256,23
000000020601.jpg,cup,85.25879383087158,1537,1293,592,264
000000020601.jpg,spoon,61.939746141433716,811,525,589,505
000000020601.jpg,sandwich,80.45622110366821,1046,828,692,461
000000020601.jpg,sandwich,70.88119983673096,1339,1008,734,588
000000047928.jpg,bowl,99.59712028503418,608,237,601,386
000000047928.jpg,diningtable,79.57634925842285,1590,84,1043,210
000000047928.jpg,sandwich,98.61056804656982,1363,912,1060,532
000000047928.jpg,cup,95.82458138465881,1237,1021,476,126
000000047928.jpg,sandwich,94.23865675926208,979,649,704,359
000000066209.jpg,bowl,93.46495866775513,1330,1034,145,29
000000066209.jpg,broccoli,76.39734148979187,1333,1143,439,229
000000066209.jpg,broccoli,68.18239092826843,418,197,608,322
000000066209.jpg,broccoli,88.4117066860199,1504,1241,799,498
000000098582.jpg,broccoli,98.01309108734131,1163,574,406,121
000000098582.jpg,bowl,88.54966163635254,1554,1155,582,215
000000098582.jpg,carrot,99.40873980522156,1186,782,551,443
000000105711.jpg,pizza,79.0040373802185,1305,377,791,222
000000105711.jpg,diningtable,88.04842829704285,1472,213,1070,196
000000105711.jpg,cup,77.31840014457703,1004,828,170,24
000000105711.jpg,wine glass,98.98546934127808,692,494,229,12
000000105711.jpg,bowl,92.59843826293945,1534,1242,208,36
000000124711.jpg,sandwich,95.29076814651489,900,435,463,43
000000124711.jpg,sandwich,99.4123637676239,898,168,916,217
000000124711.jpg,cup,61.80469989776611,573,352,261,20
000000140017.jpg,pizza,98.0534017086029,1051,281,752,300
000000176090.jpg,toilet,99.42350387573242,697,390,792,267
000000176090.jpg,bowl,88.99505734443665,1386,1136,409,231
