000000004488.jpg,tvmonitor,98.43200445175171,930,214,470,32
000000004488.jpg,keyboard,99.75734949111938,1444,331,1071,655
000000004488.jpg,laptop,99.1613507270813,1542,1262,404,175
000000004488.jpg,cell phone,64.46148157119751,830,611,650,552
000000004488.jpg,mouse,99.69615936279297,1541,1397,759,649
000000027620.jpg,chair,99.94139075279236,1511,735,1066,417
000000027620.jpg,laptop,99.20002222061157,940,626,392,100
000000027620.jpg,bottle,72.72367477416992,606,528,396,252
000000027620.jpg,keyboard,99.753737449646,997,633,482,394
000000070370.jpg,tvmonitor,81.58243894577026,1110,739,404,128
000000070370.jpg,laptop,99.91817474365234,1103,691,492,108
000000070370.jpg,chair,94.02239918708801,972,163,1077,485
000000070370.jpg,mouse,99.08379912376404,1261,1185,485,427
000000082790.jpg,chair,98.21444749832153,502,52,1059,651
000000082790.jpg,tvmonitor,99.16011095046997,703,550,748,580
000000082790.jpg,chair,60.33434867858887,828,685,758,617
000000082790.jpg,laptop,97.23137021064758,916,713,853,750
000000082790.jpg,book,62.16530799865723,1457,1427,430,350
000000082790.jpg,book,66.86015725135803,1513,1494,428,359
000000082790.jpg,book,68.86910200119019,1543,1527,429,359
000000082790.jpg,book,66.54499173164368,995,977,566,503
000000082790.jpg,book,63.50859999656677,990,970,651,593
000000082790.jpg,book,71.72847986221313,1520,1481,685,610
000000105538.jpg,tvmonitor,95.13164758682251,1104,745,438,123
000000105538.jpg,laptop,99.78101849555969,621,325,521,263
000000105538.jpg,keyboard,97.93393015861511,781,471,716,551
000000105538.jpg,cell phone,93.3947503566742,1037,976,695,573
000000105538.jpg,cell phone,67.60048866271973,1203,1092,728,639
000000105538.jpg,mouse,99.29731488227844,976,881,835,738
000000124280.jpg,sofa,98.95852208137512,519,58,1057,609
000000124280.jpg,laptop,70.98497152328491,1301,1169,654,551
000000124280.jpg,chair,99.16766285896301,1024,830,894,546
000000124280.jpg,chair,95.03728151321411,1542,1244,1069,664
000000129334.jpg,tvmonitor,99.68182444572449,809,264,736,352
000000129334.jpg,laptop,99.92600083351135,1510,1041,931,597
000000129334.jpg,keyboard,92.31322407722473,803,251,894,798
000000129334.jpg,cup,67.16740727424622,963,879,747,662
000000129334.jpg,mouse,78.99407744407654,858,792,772,719
000000129334.jpg,mouse,71.77903652191162,991,921,878,820
000000158222.jpg,bed,93.54462027549744,1640,861,1104,751
000000158222.jpg,chair,92.83607006072998,534,97,1063,766
000000158222.jpg,suitcase,69.44201588630676,732,518,516,361
000000158222.jpg,laptop,92.49286651611328,637,375,630,412
000000158222.jpg,mouse,93.18983554840088,611,565,658,613
000000182162.jpg,sofa,96.89322710037231,789,87,828,421
000000195538.jpg,tvmonitor,97.74361252784729,1124,661,477,152
000000195538.jpg,laptop,99.78479146957397,1571,1180,691,305
000000195538.jpg,keyboard,99.62918162345886,1149,628,705,545
000000195538.jpg,cup,63.97388577461243,433,349,629,544
000000195538.jpg,mouse,99.88284111022949,1277,1199,669,588
000000218343.jpg,sofa,99.57560300827026,1546,849,1093,566
000000218343.jpg,bottle,90.62343835830688,480,444,373,269
000000218343.jpg,bottle,98.67582321166992,517,471,377,269
000000218343.jpg,book,60.51204800605774,418,398,567,462
000000218343.jpg,book,67.74057745933533,193,161,594,494
000000218343.jpg,book,61.13046407699585,298,258,761,647
000000218343.jpg,book,75.1538872718811,259,232,777,664
000000218343.jpg,book,68.27754974365234,225,194,792,680
000000218343.jpg,cup,60.31157970428467,1139,1079,949,886
000000241860.jpg,chair,68.4115469455719,1587,1420,707,547
000000241860.jpg,chair,99.1187036037445,892,769,702,570
000000241860.jpg,chair,98.06395173072815,1197,1044,720,575
000000241860.jpg,laptop,99.14439916610718,757,442,903,634
000000241860.jpg,vase,99.02188181877136,1016,826,938,774
000000241860.jpg,book,64.60129022598267,206,118,943,795
000000241860.jpg,book,70.80848813056946,1395,1094,1012,864
000000241860.jpg,microwave,82.96971321105957,1220,1100,472,397
000000241860.jpg,microwave,79.85645532608032,1061,993,465,417
000000241860.jpg,book,61.882686614990234,189,53,764,710
000000241860.jpg,book,62.7133309841156,261,226,894,790
000000268992.jpg,laptop,99.34015274047852,753,239,307,17
000000268992.jpg,keyboard,77.0179271697998,842,538,122,30
000000268992.jpg,mouse,88.33194971084595,787,705,127,90
000000268992.jpg,mouse,96.7606782913208,888,821,117,80
000000290597.jpg,chair,99.73623752593994,1186,771,1083,665
000000290597.jpg,tvmonitor,98.32944869995117,822,655,550,397
000000290597.jpg,laptop,95.16069889068604,1194,983,639,485
000000290597.jpg,keyboard,99.08252358436584,903,690,611,557
000000290597.jpg,mouse,66.38837456703186,916,875,588,569
000000290597.jpg,keyboard,90.84927439689636,1155,1012,619,561
000000307814.jpg,tvmonitor,87.90258169174194,1165,660,923,541
000000307814.jpg,laptop,99.93362426757812,708,276,1024,660
000000307814.jpg,bottle,97.943115234375,1471,1378,952,669
000000307814.jpg,keyboard,96.76986336708069,1194,757,1011,939
000000307814.jpg,mouse,99.24882650375366,1250,1175,941,882
000000335140.jpg,tvmonitor,76.06090307235718,656,262,1057,735
000000335140.jpg,laptop,96.29258513450623,678,257,1083,753
000000335140.jpg,tvmonitor,99.22628402709961,892,602,757,553
000000335140.jpg,clock,83.07049870491028,1320,1270,548,504
000000335140.jpg,book,65.83203077316284,1284,1270,650,612
000000335140.jpg,book,65.96695184707642,1355,1337,661,614
000000335140.jpg,mouse,68.64367723464966,784,682,1058,1008
000000355748.jpg,bed,99.58074688911438,1518,73,1085,357
000000355748.jpg,laptop,94.28391456604004,545,265,619,437
000000392476.jpg,tvmonitor,99.7744619846344,1240,726,625,131
000000392476.jpg,keyboard,99.1589903831482,796,479,829,640
000000392476.jpg,laptop,99.9171257019043,640,296,577,285
000000392476.jpg,chair,70.68648338317871,1636,1411,1062,596
000000392476.jpg,cell phone,89.18688297271729,835,767,767,647
000000392476.jpg,mouse,98.74266982078552,1084,972,913,824
000000423275.jpg,sofa,97.86912202835083,1318,603,1062,756
000000423275.jpg,pottedplant,60.56816577911377,681,564,631,490
000000423275.jpg,pottedplant,72.95175790786743,896,767,660,471
000000423275.jpg,laptop,99.8303771018982,680,450,866,716
000000423275.jpg,cup,81.1597466468811,815,741,930,871
000000452524.jpg,sofa,92.91648268699646,588,126,864,528
000000452524.jpg,laptop,69.73423957824707,728,259,927,744
000000452524.jpg,sofa,98.87059330940247,1437,191,1089,697
000000452524.jpg,chair,98.47931265830994,869,752,573,414
000000452524.jpg,chair,96.82270884513855,1060,942,580,419
000000452524.jpg,chair,81.6802442073822,1172,1088,562,413
000000452524.jpg,chair,89.999920129776,1237,1155,551,411
000000452524.jpg,laptop,96.01609706878662,604,327,890,734
000000452524.jpg,chair,61.30998730659485,1167,1117,538,403
000000474049.jpg,tvmonitor,98.6078143119812,838,517,599,340
000000474049.jpg,laptop,99.50802326202393,1296,1056,613,457
000000474049.jpg,keyboard,98.41746091842651,891,686,728,642
000000474049.jpg,keyboard,66.3073480129242,1329,1204,614,570
000000474049.jpg,mouse,93.17601323127747,962,903,661,635
000000501138.jpg,chair,99.568772315979,1124,584,1089,642
000000501138.jpg,tvmonitor,99.16039705276489,1004,773,575,370
000000501138.jpg,tvmonitor,99.23776984214783,1245,1005,599,376
000000501138.jpg,keyboard,99.73748922348022,1264,975,682,594
000000501138.jpg,cup,95.37937641143799,1416,1342,661,556
000000501138.jpg,mouse,68.16543340682983,854,806,642,616
000000538963.jpg,bed,99.57088828086853,1470,218,1071,515
000000538963.jpg,laptop,99.37758445739746,890,675,883,747
000000538963.jpg,chair,81.44651651382446,436,102,1044,721
000000552136.jpg,laptop,97.96541929244995,612,226,1006,733
000000552136.jpg,diningtable,92.8043782711029,1339,57,1054,675
000000552136.jpg,chair,63.27183246612549,1149,745,1072,851
000000552136.jpg,car,71.56605124473572,1387,1212,439,336
000000552136.jpg,chair,99.74926710128784,678,452,734,611
000000552136.jpg,vase,78.47859263420105,1237,1171,558,466
000000568879.jpg,tvmonitor,99.67287182807922,642,179,692,376
000000568879.jpg,tvmonitor,96.9472587108612,1148,694,692,433
000000568879.jpg,laptop,94.50513124465942,1462,1091,798,563
000000568879.jpg,keyboard,65.90388417243958,1437,1090,757,691
000000568879.jpg,keyboard,99.19271469116211,610,123,794,687
000000568879.jpg,mouse,97.3740816116333,1084,1015,743,705
000000568879.jpg,mouse,78.55803370475769,1464,1278,795,744
