000000004463.jpg,bed,99.98021125793457,1574,403,969,198
000000004463.jpg,laptop,98.53201508522034,405,131,852,600
000000026564.jpg,tvmonitor,99.91258382797241,1053,671,594,264
000000026564.jpg,laptop,99.81968402862549,1506,1107,804,545
000000026564.jpg,book,64.70361351966858,323,246,674,454
000000026564.jpg,book,81.29192590713501,398,319,664,466
000000026564.jpg,book,78.27686071395874,463,390,667,454
000000026564.jpg,book,96.347975730896,514,425,683,434
000000026564.jpg,book,79.34567332267761,278,211,681,483
000000026564.jpg,keyboard,93.70392560958862,1032,616,825,715
000000026564.jpg,book,69.92895007133484,319,290,680,480
000000026564.jpg,book,63.64028453826904,419,386,666,489
000000026564.jpg,mouse,93.12874674797058,1125,1060,755,701
000000026564.jpg,mouse,96.84152007102966,1206,1090,910,817
000000064659.jpg,pottedplant,97.11518883705139,971,557,743,258
000000064659.jpg,tvmonitor,98.46506118774414,1122,781,716,470
000000064659.jpg,laptop,99.11985993385315,1462,1058,909,673
000000064659.jpg,bottle,98.46571087837219,1575,1489,898,681
000000064659.jpg,keyboard,99.94838237762451,1115,722,877,803
000000064659.jpg,mouse,98.16937446594238,1228,1150,870,829
000000081074.jpg,keyboard,97.87011742591858,903,444,785,647
000000081074.jpg,laptop,99.61647391319275,1356,1008,661,347
000000081074.jpg,bottle,83.50531458854675,616,555,647,479
000000081074.jpg,cup,98.67786169052124,557,450,660,541
000000081074.jpg,mouse,63.52953314781189,1202,1133,815,743
000000095828.jpg,chair,99.44986701011658,1528,1179,1023,507
000000095828.jpg,tvmonitor,98.94010424613953,794,614,518,366
000000095828.jpg,tvmonitor,97.62584567070007,934,799,519,395
000000095828.jpg,laptop,94.59430575370789,1249,1099,577,461
000000095828.jpg,keyboard,99.5979368686676,832,616,558,522
000000119207.jpg,laptop,99.7503936290741,1443,1070,584,296
000000119207.jpg,bed,92.51307249069214,994,156,867,279
000000119207.jpg,backpack,65.4646098613739,435,144,1057,690
000000127558.jpg,laptop,99.75748658180237,646,231,561,183
000000127558.jpg,chair,99.86736178398132,1035,482,1092,486
000000127558.jpg,mouse,90.13988971710205,753,645,422,375
000000153856.jpg,tvmonitor,99.22044277191162,1044,544,568,178
000000153856.jpg,laptop,97.01462388038635,1408,1014,636,215
000000153856.jpg,keyboard,99.77061152458191,1137,636,879,623
000000153856.jpg,cell phone,60.62266230583191,531,477,561,435
000000153856.jpg,mouse,77.49516367912292,1022,947,544,492
000000153856.jpg,mouse,99.88813996315002,1329,1229,739,656
000000179476.jpg,bed,99.95074272155762,1638,83,1002,137
000000179476.jpg,suitcase,90.84330201148987,773,473,331,39
000000179476.jpg,backpack,72.14803695678711,1175,876,434,191
000000179476.jpg,book,76.50641202926636,995,806,809,661
000000179476.jpg,cell phone,82.52832889556885,1262,1199,869,765
000000193194.jpg,laptop,98.8663911819458,533,190,1005,766
000000193194.jpg,bed,77.48914361000061,1512,669,1100,804
000000193194.jpg,book,77.0310640335083,901,873,327,199
000000193194.jpg,book,77.93789505958557,932,909,328,195
000000193194.jpg,book,86.59287691116333,964,938,326,200
000000193194.jpg,book,71.33753299713135,997,972,327,199
000000193194.jpg,book,63.5209858417511,1032,1005,328,198
000000193194.jpg,book,71.32472395896912,838,811,335,218
000000213207.jpg,sofa,96.15601897239685,1116,260,1076,569
000000213207.jpg,chair,73.2682466506958,1238,1158,445,280
000000213207.jpg,chair,91.1641538143158,843,528,707,392
000000213207.jpg,laptop,97.25395441055298,472,210,732,536
000000213207.jpg,keyboard,80.11476993560791,288,142,854,725
000000213207.jpg,book,63.25893998146057,482,462,264,216
000000213207.jpg,book,62.70995736122131,508,490,260,216
000000213207.jpg,book,66.99920296669006,538,516,259,213
000000239427.jpg,laptop,99.3485152721405,1110,710,1037,707
000000239427.jpg,tvmonitor,77.0904004573822,1419,1280,525,415
000000239427.jpg,bottle,98.88723492622375,1405,1322,876,627
000000256722.jpg,laptop,61.25696301460266,1385,864,1097,883
000000256722.jpg,laptop,60.909074544906616,1484,738,1125,776
000000256722.jpg,tvmonitor,95.14759182929993,580,304,804,571
000000256722.jpg,book,71.18931412696838,258,225,680,590
000000256722.jpg,book,75.43138861656189,291,250,685,597
000000284867.jpg,tvmonitor,98.93940687179565,730,145,594,213
000000284867.jpg,laptop,98.36040735244751,1504,1226,816,607
000000307573.jpg,refrigerator,99.90479946136475,662,76,1065,185
000000307573.jpg,sofa,98.72301816940308,1633,1003,876,497
000000307573.jpg,chair,97.12727665901184,1137,692,1078,589
000000307573.jpg,laptop,98.49054217338562,1525,1337,701,592
000000307573.jpg,book,74.79507327079773,934,855,493,475
000000307573.jpg,book,65.82284569740295,927,847,512,495
000000328327.jpg,laptop,99.78209733963013,722,332,407,79
000000328327.jpg,cell phone,78.61438989639282,311,188,361,325
000000328327.jpg,mouse,99.97137188911438,882,783,382,305
000000354746.jpg,tvmonitor,99.8194932937622,1090,676,715,349
000000354746.jpg,laptop,99.73511695861816,666,352,682,409
000000354746.jpg,keyboard,99.73379969596863,851,470,852,734
000000354746.jpg,bottle,91.80627465248108,1394,1266,1034,698
000000354746.jpg,bottle,62.506651878356934,1487,1375,1058,818
000000354746.jpg,bottle,87.79870271682739,408,373,192,109
000000354746.jpg,cup,77.98919677734375,834,754,750,654
