000000009843.jpg,"[['toilet', 90.7348334789276, 1097, 926, 788, 521], ['pottedplant', 95.49211859703064, 550, 272, 1031, 495], ['sink', 95.54701447486877, 370, 138, 990, 777], ['bottle', 88.84068727493286, 618, 577, 620, 498], ['bottle', 74.75931048393251, 646, 618, 616, 519], ['bottle', 93.22040677070619, 668, 633, 818, 681], ['bottle', 90.1037096977234, 721, 681, 815, 685]]"
000000018658.jpg,"[['tvmonitor', 99.24421310424805, 1161, 573, 687, 270], ['tvmonitor', 97.624409198761, 1583, 1139, 756, 244], ['pottedplant', 92.82485842704772, 349, 134, 264, 7], ['bottle', 96.88236117362976, 268, 138, 1001, 639]]"
000000019329.jpg,"[['toilet', 94.1075325012207, 1442, 1259, 792, 520], ['chair', 72.36617207527159, 690, 459, 1030, 725], ['vase', 87.30127811431885, 527, 449, 618, 539]]"
000000023177.jpg,"[['pottedplant', 78.48693728446959, 941, 700, 1010, 752]]"
000000023875.jpg,"[['pottedplant', 96.98644280433656, 397, 229, 530, 362], ['bottle', 82.90059566497803, 429, 368, 654, 507], ['banana', 65.45416712760925, 147, 43, 691, 576], ['sink', 65.932434797287, 1140, 569, 700, 621], ['banana', 60.24222373962402, 113, 60, 676, 593]]"
000000027451.jpg,"[['pottedplant', 79.93350625038147, 1567, 1192, 692, 188], ['bowl', 78.8238525390625, 1190, 933, 643, 522], ['bowl', 85.99373698234558, 766, 617, 586, 528], ['cup', 82.81062841415404, 1355, 1277, 661, 569]]"
000000027974.jpg,"[['tvmonitor', 99.5966911315918, 1002, 629, 544, 307], ['sofa', 77.27894186973572, 1509, 786, 1094, 830], ['pottedplant', 99.55397844314577, 1368, 1173, 733, 477]]"
000000030401.jpg,"[['sofa', 64.9608850479126, 1626, 1151, 841, 502], ['chair', 79.47521805763246, 1629, 1141, 860, 487], ['sofa', 96.97012901306152, 1545, 391, 1092, 697], ['tvmonitor', 99.18468594551086, 281, 48, 436, 178], ['pottedplant', 92.73139834403992, 451, 278, 789, 424]]"
000000033295.jpg,"[['diningtable', 86.17797493934631, 1628, 923, 1103, 849], ['chair', 67.23905801773071, 1513, 1364, 850, 657], ['chair', 88.7886106967926, 1179, 964, 890, 680], ['chair', 99.35799241065979, 878, 639, 944, 687]]"
000000037433.jpg,"[['sofa', 93.5231864452362, 513, 30, 1069, 767], ['chair', 98.22369813919069, 1452, 783, 1096, 856], ['tvmonitor', 83.4665834903717, 1408, 1218, 748, 587], ['chair', 86.94152235984802, 551, 377, 815, 652], ['pottedplant', 92.36888289451599, 788, 659, 857, 681], ['chair', 94.82394456863405, 1086, 939, 862, 676]]"
