000000002697.jpg,"[['cup', 99.95037913322449, 638, 239, 612, 267], ['diningtable', 99.32225346565248, 1513, 132, 1167, 106], ['broccoli', 96.12907767295836, 1194, 1073, 685, 557], ['broccoli', 61.52450442314148, 988, 780, 697, 584], ['broccoli', 61.647868156433105, 890, 762, 1062, 962], ['carrot', 71.99220061302184, 1168, 1108, 209, 173], ['spoon', 76.86036229133606, 422, 345, 351, 272], ['broccoli', 66.83745980262756, 716, 605, 681, 601], ['carrot', 64.08185958862305, 795, 736, 979, 909], ['carrot', 62.47606873512268, 1059, 996, 1060, 960]]"
000000003845.jpg,"[['fork', 85.32882332801819, 1258, 506, 305, 174], ['diningtable', 95.48725485801695, 1504, 92, 1045, 108], ['cup', 97.17258810997008, 658, 425, 182, 9], ['chair', 69.22360062599182, 1549, 1400, 240, 36], ['carrot', 81.3176214694977, 716, 606, 407, 250], ['broccoli', 72.33563065528871, 651, 492, 758, 592]]"
000000007787.jpg,"[['pizza', 81.04217648506166, 1643, 1043, 423, 287], ['pizza', 99.19379949569702, 1155, 38, 975, 506]]"
000000007890.jpg,"[['laptop', 99.8557984828949, 1009, 520, 908, 392], ['pottedplant', 83.78127217292786, 1163, 939, 608, 316], ['cup', 99.94025826454164, 488, 326, 741, 579], ['mouse', 99.22178387641908, 1201, 1131, 739, 654]]"
000000015266.jpg,"[['bowl', 99.29996728897095, 1549, 1193, 475, 250], ['diningtable', 88.1366491317749, 1609, 102, 1082, 163], ['cup', 99.80467557907104, 532, 191, 532, 176], ['knife', 95.81239223480223, 1613, 1271, 983, 651]]"
000000016757.jpg,"[['bowl', 97.333025932312, 1181, 707, 421, 184], ['bowl', 94.58364248275757, 837, 566, 445, 286], ['bowl', 89.03889656066895, 1053, 839, 423, 326], ['cup', 68.91053318977356, 592, 293, 574, 228], ['orange', 94.39712166786194, 947, 709, 812, 589]]"
000000018299.jpg,"[['chair', 90.61373472213744, 1142, 287, 268, 37], ['bowl', 99.8484194278717, 1510, 1141, 612, 423], ['diningtable', 97.69818186759949, 1604, 83, 1115, 185], ['bowl', 72.74510264396667, 1051, 720, 322, 220], ['bowl', 99.31872487068176, 1075, 762, 410, 296], ['hot dog', 62.070447206497185, 1021, 702, 534, 461], ['cup', 99.86579418182372, 783, 522, 1063, 807]]"
000000021595.jpg,"[['wine glass', 98.68531227111816, 520, 136, 494, 48], ['diningtable', 99.11709427833557, 1537, 149, 1065, 104], ['pizza', 94.58208084106444, 1454, 238, 1111, 287], ['fork', 67.37264394760132, 875, 750, 203, 31], ['bottle', 93.52447986602785, 699, 434, 268, 11], ['wine glass', 87.21461296081543, 787, 554, 280, 17], ['cup', 99.4304895401001, 1539, 1287, 420, 107], ['knife', 97.19969630241394, 1541, 1333, 670, 411]]"
000000022446.jpg,"[['bowl', 73.75175952911377, 726, 284, 373, 13], ['bowl', 92.41676926612854, 621, 113, 700, 245], ['diningtable', 63.875502347946174, 1525, 149, 1016, 147], ['cup', 99.60240721702576, 1070, 822, 320, 61], ['bowl', 73.88097643852235, 1347, 1087, 425, 230]]"
000000030855.jpg,"[['cup', 95.0693130493164, 1641, 1273, 584, 69], ['diningtable', 98.29341769218443, 1616, 101, 1048, 91], ['pizza', 97.5858509540558, 1634, 191, 1069, 361], ['bottle', 94.2550778388977, 1028, 865, 341, 18], ['bottle', 95.3785479068756, 883, 702, 341, 46], ['knife', 90.79045057296752, 548, 145, 381, 319]]"
