000000019544.jpg,tvmonitor,98.55391383171082,1040,645,518,232
000000019544.jpg,laptop,98.98979663848877,1553,1147,786,352
000000019544.jpg,chair,97.70631790161133,1153,201,1077,791
000000019544.jpg,laptop,99.77403283119202,674,342,549,243
000000019544.jpg,bottle,88.54581117630005,336,254,568,376
000000019544.jpg,cup,61.755478382110596,604,525,616,469
000000019544.jpg,keyboard,94.73657608032227,1048,560,668,561
000000019544.jpg,remote,84.84729528427124,332,237,629,572
000000019544.jpg,mouse,99.20946955680847,1166,1105,689,625
000000024823.jpg,refrigerator,99.04040694236755,1355,936,990,116
000000024823.jpg,bottle,76.60089135169983,615,527,503,230
000000024823.jpg,sink,92.90286898612976,1064,590,546,446
000000041398.jpg,cake,74.3617296218872,1243,508,912,359
000000041398.jpg,bottle,75.0774085521698,653,489,347,54
000000041398.jpg,bowl,88.5106086730957,1530,1231,386,25
000000041398.jpg,bowl,69.40882205963135,400,137,1046,851
000000047949.jpg,banana,98.90826344490051,944,225,275,16
000000047949.jpg,bottle,78.72529029846191,1254,889,306,51
000000047949.jpg,cake,96.03530764579773,1363,238,748,266
000000047949.jpg,diningtable,63.88036608695984,1458,163,1043,214
000000056828.jpg,tvmonitor,71.74763679504395,1649,1286,754,75
000000056828.jpg,keyboard,77.00281143188477,431,46,679,487
000000056828.jpg,keyboard,99.07441735267639,1377,325,1087,682
000000074894.jpg,tvmonitor,96.5572714805603,769,288,664,388
000000074894.jpg,chair,98.50892424583435,1368,980,1028,719
000000074894.jpg,bottle,98.60112071037292,411,308,748,531
000000074894.jpg,mouse,89.2626941204071,964,891,597,571
000000086135.jpg,car,95.2567994594574,701,162,207,30
000000086135.jpg,bicycle,68.43836307525635,1293,378,1058,85
000000100223.jpg,oven,77.69976854324341,1097,607,1081,656
000000100223.jpg,sink,66.81761741638184,1629,865,1109,733
000000100223.jpg,bottle,93.08385252952576,1473,1401,774,565
000000100223.jpg,wine glass,65.87696671485901,973,928,293,198
000000100223.jpg,apple,63.8293981552124,713,672,494,458
000000124995.jpg,pottedplant,65.72271585464478,1162,520,763,191
000000124995.jpg,vase,99.77328181266785,1438,1101,734,237
000000124995.jpg,vase,89.51733708381653,976,766,724,507
000000138086.jpg,chair,99.69993829727173,1171,562,286,32
000000138086.jpg,pizza,95.63360214233398,1063,467,665,453
000000138086.jpg,diningtable,99.74938631057739,1658,68,1032,238
000000138086.jpg,pizza,87.22704648971558,1247,408,978,662
000000138086.jpg,wine glass,99.94302988052368,1219,1059,533,116
000000138086.jpg,bottle,99.51162934303284,339,160,793,56
000000148977.jpg,teddy bear,99.3562638759613,1334,318,1073,191
000000148977.jpg,bottle,64.44923281669617,487,237,305,13
000000148977.jpg,keyboard,90.13882279396057,1531,1224,742,345
000000197609.jpg,hot dog,99.2447018623352,902,462,901,711
000000197609.jpg,bottle,80.72174787521362,383,180,822,270
000000219796.jpg,bottle,67.52741932868958,1539,1285,397,30
000000219796.jpg,broccoli,66.8520450592041,1513,1308,819,570
000000254882.jpg,orange,68.67372989654541,362,169,478,296
000000254882.jpg,apple,73.80170226097107,1467,1278,528,337
000000254882.jpg,bottle,99.38495755195618,1236,1040,1050,665
000000273103.jpg,tvmonitor,81.93446397781372,1022,582,656,136
000000273103.jpg,keyboard,96.68907523155212,624,237,1018,771
000000273103.jpg,bottle,68.82586479187012,1249,1184,747,406
000000273103.jpg,mouse,99.84374642372131,821,708,851,766
000000285800.jpg,oven,90.88994860649109,1297,319,1012,221
000000285800.jpg,bottle,93.90326738357544,1370,1277,429,162
000000295317.jpg,tvmonitor,99.62329864501953,1489,991,650,243
000000295317.jpg,laptop,99.82269406318665,924,583,789,420
000000295317.jpg,bottle,99.12902116775513,371,257,765,490
000000302055.jpg,diningtable,60.875338315963745,1607,97,1062,212
000000302055.jpg,hot dog,97.14047312736511,539,304,380,232
000000302055.jpg,hot dog,78.39766144752502,621,475,439,288
000000302055.jpg,hot dog,99.0183174610138,428,260,461,312
000000302055.jpg,hot dog,89.89698886871338,167,54,507,324
000000302055.jpg,hot dog,92.76477694511414,261,146,523,313
000000302055.jpg,cup,73.24531674385071,1618,1509,597,343
