COCO_train2014_000000000009.jpg,"[['bowl', 75.74012875556944, 455, 6, 414, 23], ['diningtable', 76.93104147911072, 629, 1, 506, 13], ['bowl', 98.07932376861572, 605, 13, 513, 195], ['broccoli', 71.1431860923767, 594, 250, 501, 234], ['orange', 73.89153838157655, 456, 370, 68, 11], ['orange', 88.9920175075531, 451, 375, 96, 50], ['orange', 67.32197403907776, 520, 456, 105, 50], ['orange', 69.58887577056885, 465, 400, 152, 83]]"
COCO_train2014_000000000089.jpg,"[['oven', 99.62592124938965, 469, 156, 493, 229], ['microwave', 97.06891179084778, 123, 1, 194, 39], ['knife', 88.54238390922545, 495, 474, 240, 138], ['knife', 69.80023980140686, 516, 495, 239, 135], ['knife', 87.16660141944885, 536, 514, 245, 125], ['knife', 96.62500023841858, 567, 538, 249, 119], ['knife', 82.74065256118773, 596, 571, 252, 120]]"
COCO_train2014_000000000110.jpg,"[['person', 97.7449595928192, 397, 240, 182, 11], ['person', 99.9339759349823, 643, 215, 482, 34], ['person', 99.79476928710938, 259, 1, 417, 139], ['pizza', 61.03381514549256, 347, 119, 485, 394], ['person', 75.05635023117065, 222, 137, 84, 6], ['person', 61.02533340454102, 282, 221, 91, 7], ['person', 89.63413834571838, 417, 335, 102, 10], ['person', 90.99053740501404, 128, 0, 164, 4], ['knife', 65.39998650550842, 296, 270, 481, 358]]"
COCO_train2014_000000000307.jpg,"[['dog', 99.12562370300293, 583, 410, 403, 227], ['frisbee', 88.72066140174866, 423, 351, 485, 387], ['car', 90.17338156700134, 432, 384, 69, 55]]"
COCO_train2014_000000000321.jpg,"[['hot dog', 69.18966770172119, 617, 377, 343, 98], ['hot dog', 95.83008289337158, 289, 68, 436, 50], ['hot dog', 80.61328530311584, 611, 352, 461, 230]]"
COCO_train2014_000000000332.jpg,"[['cup', 97.49082326889038, 280, 73, 97, 6], ['cup', 91.22514724731444, 517, 389, 75, 14], ['cup', 96.367746591568, 639, 585, 155, 18]]"
COCO_train2014_000000000349.jpg,"[['train', 98.77412915229796, 540, -10, 420, 103], ['pottedplant', 63.410264253616326, 508, 459, 350, 292], ['pottedplant', 86.60252690315247, 456, 397, 370, 290]]"
COCO_train2014_000000000382.jpg,"[['person', 99.40183162689208, 555, 515, 459, 376]]"
COCO_train2014_000000000389.jpg,"[['person', 99.95525479316713, 522, 114, 497, 84], ['person', 95.08629441261292, 150, -6, 484, 249], ['person', 86.30675673484802, 216, 168, 338, 290], ['person', 92.04469323158264, 181, 92, 454, 240], ['person', 96.9956398010254, 574, 468, 497, 298], ['tie', 99.48369860649107, 374, 305, 495, 305], ['person', 91.77868962287904, 637, 565, 493, 383]]"
COCO_train2014_000000000419.jpg,"[['person', 94.41477060317992, 599, 429, 508, 248], ['person', 88.20549845695496, 172, 128, 291, 130]]"
COCO_train2014_000000000443.jpg,"[['person', 75.83490610122679, 582, 70, 453, 75], ['cat', 80.04044890403749, 630, 192, 497, 77], ['remote', 96.11899256706238, 640, 497, 362, 212]]"
COCO_train2014_000000000450.jpg,"[['pizza', 84.61982607841493, 588, 19, 467, 55], ['wine glass', 96.41528129577637, 562, 460, 84, 15], ['cup', 61.961114406585686, 637, 568, 215, 23]]"
COCO_train2014_000000000510.jpg,"[['person', 99.88656044006348, 411, 257, 449, 145], ['bench', 99.52103495597841, 623, 22, 447, 260]]"
COCO_train2014_000000000531.jpg,"[['person', 97.37675786018372, 123, 86, 322, 256], ['person', 99.41340684890748, 302, 264, 346, 256], ['person', 78.6668300628662, 225, 214, 279, 258], ['person', 71.21583223342896, 262, 251, 280, 259], ['person', 83.71939063072205, 460, 446, 290, 251], ['person', 77.73181200027466, 520, 504, 288, 257], ['tennis racket', 80.654376745224, 307, 297, 326, 301]]"
COCO_train2014_000000000532.jpg,"[['bus', 99.82120394706726, 573, 54, 389, 149], ['bus', 98.12170267105104, 91, 0, 356, 172], ['person', 95.67997455596924, 172, 116, 373, 255], ['person', 99.14097189903259, 313, 269, 403, 244]]"
COCO_train2014_000000000605.jpg,"[['cup', 99.81280565261841, 489, 288, 324, 145], ['diningtable', 99.8115301132202, 596, 34, 454, 62], ['cup', 99.00951385498048, 549, 412, 187, 48]]"
COCO_train2014_000000000716.jpg,"[['person', 95.5816686153412, 619, 396, 359, 181], ['laptop', 97.64230847358705, 471, 303, 459, 292], ['person', 86.62176132202148, 634, 407, 504, 309], ['person', 73.57031106948854, 561, 462, 247, 21], ['tvmonitor', 64.28693532943726, 630, 582, 76, 42]]"
COCO_train2014_000000000731.jpg,"[['umbrella', 99.4255542755127, 284, 19, 214, 54], ['person', 99.88135695457458, 269, 135, 458, 97], ['car', 94.68722939491272, 340, 262, 126, 85], ['car', 62.26724982261658, 74, 0, 209, 100], ['car', 62.717729806900024, 410, 358, 114, 88]]"
COCO_train2014_000000000853.jpg,"[['fork', 84.5016360282898, 649, 364, 176, 78], ['bowl', 95.17593383789062, 627, 236, 266, 22], ['diningtable', 66.07043743133545, 610, 36, 454, 69], ['sandwich', 93.26732158660887, 300, 3, 453, 183]]"
COCO_train2014_000000000965.jpg,"[['snowboard', 90.45150876045228, 634, 30, 248, 110]]"
COCO_train2014_000000001011.jpg,"[['person', 91.35891199111937, 157, 97, 250, 176], ['person', 94.12250518798828, 506, 470, 267, 192], ['person', 71.46894335746767, 113, 72, 268, 200], ['person', 97.42733836174013, 273, 232, 270, 210], ['person', 96.29049897193909, 485, 440, 293, 227], ['person', 97.50075340270996, 521, 475, 362, 288], ['person', 98.22811484336852, 273, 238, 361, 299], ['person', 96.62867188453674, 241, 190, 451, 386]]"
COCO_train2014_000000001014.jpg,"[['person', 99.72356557846071, 447, 320, 502, 189], ['person', 99.01236891746521, 202, 69, 488, 221], ['person', 99.10428524017334, 350, 221, 498, 205], ['tennis racket', 60.100048780441284, 451, 306, 492, 399]]"
