000000009069.jpg,"[['keyboard', 63.45517635345459, 1421, 339, 725, 215], ['mouse', 92.10329055786131, 655, 100, 1040, 638]]"
000000011528.jpg,"[['pottedplant', 97.33072519302368, 1406, 784, 675, 48], ['tvmonitor', 98.94087910652159, 913, 151, 723, 20], ['keyboard', 97.25287556648254, 1292, 423, 1069, 817], ['mouse', 99.95365738868713, 1493, 1286, 910, 780]]"
000000012463.jpg,"[['keyboard', 97.21512794494629, 736, 6, 1049, 657]]"
000000013273.jpg,"[['tvmonitor', 98.06485176086426, 1289, 495, 725, 38], ['laptop', 99.94398951530457, 606, 96, 923, 487], ['keyboard', 99.63974356651306, 1362, 516, 1060, 837], ['cell phone', 98.47657680511476, 1215, 1134, 790, 624], ['mouse', 99.9954104423523, 1610, 1399, 1010, 864]]"
000000017154.jpg,"[['mouse', 99.0750014781952, 1365, 640, 399, 146]]"
000000020481.jpg,"[['laptop', 99.22125339508057, 1237, 393, 778, 122], ['chair', 97.69254326820374, 1634, 1370, 450, 71], ['cup', 67.57873296737671, 1604, 1454, 621, 460], ['mouse', 97.704416513443, 1400, 1167, 846, 710]]"
000000029891.jpg,"[['tvmonitor', 99.41823482513428, 1403, 759, 766, 357], ['laptop', 99.75277781486513, 1017, 302, 1038, 505], ['mouse', 99.60780739784241, 1515, 1312, 1014, 889], ['cup', 97.99596667289734, 345, 136, 1058, 899]]"
000000030944.jpg,"[['cell phone', 80.05573749542236, 600, 273, 630, 113], ['mouse', 88.77140283584595, 929, 693, 1050, 699]]"
000000043227.jpg,"[['tvmonitor', 99.41089153289795, 685, 133, 541, 14], ['keyboard', 99.89438652992249, 1140, 128, 1089, 638], ['mouse', 99.97019171714784, 1406, 1114, 806, 639]]"
000000045406.jpg,"[['keyboard', 99.6820867061615, 1144, 419, 606, 421], ['mouse', 97.87176847457886, 650, 441, 797, 675]]"
000000046731.jpg,"[['laptop', 71.7274844646454, 1361, 95, 670, 122], ['mouse', 61.06364727020264, 1516, 1342, 529, 239]]"
000000058864.jpg,"[['chair', 92.14130640029907, 1179, 802, 300, 47], ['laptop', 99.79179501533508, 877, 193, 821, 177], ['diningtable', 69.7159707546234, 1494, 129, 1038, 258], ['chair', 86.14979386329651, 640, 359, 163, 10], ['bottle', 99.21973943710329, 1205, 1083, 510, 131], ['cup', 96.1989402770996, 1069, 958, 525, 184], ['mouse', 99.72741603851318, 1289, 1062, 852, 690]]"
000000063857.jpg,"[['diningtable', 95.64043283462523, 1507, 192, 1017, 123], ['wine glass', 97.67661094665527, 945, 767, 329, 87], ['knife', 99.50134754180908, 482, 358, 822, 422], ['mouse', 99.67426061630249, 1463, 1258, 791, 530]]"
000000068765.jpg,"[['mouse', 99.43227767944336, 496, 128, 429, 151], ['keyboard', 98.84463548660278, 1406, 96, 1026, 192]]"
