000000009527.jpg,laptop,99.87344741821289,1098,680,765,351
000000009527.jpg,bottle,96.95888757705688,320,244,520,277
000000009527.jpg,cup,67.47695803642273,1246,1125,560,446
000000009527.jpg,cup,96.900475025177,410,323,567,430
000000009527.jpg,bowl,93.57608556747437,455,238,785,628
000000009527.jpg,remote,79.6958327293396,265,134,802,679
000000009527.jpg,mouse,99.68901872634888,1188,1088,691,613
000000030947.jpg,tvmonitor,99.71402883529663,1472,1043,538,197
000000030947.jpg,keyboard,99.76726770401001,1452,839,773,571
000000030947.jpg,book,62.119388580322266,489,127,768,594
000000030947.jpg,book,69.71911191940308,222,144,561,306
000000030947.jpg,book,64.74874019622803,255,180,558,307
000000030947.jpg,book,77.00523138046265,327,253,554,303
000000030947.jpg,book,70.65674662590027,393,319,555,305
000000030947.jpg,bottle,85.94664335250854,1533,1452,650,452
000000030947.jpg,mouse,88.24628591537476,1523,1422,761,634
000000030947.jpg,remote,78.94550561904907,536,444,865,706
000000044878.jpg,sandwich,65.3648316860199,663,274,869,425
000000044878.jpg,bottle,98.33690524101257,782,546,454,-6
000000044878.jpg,cup,99.55045580863953,1092,806,589,-9
000000044878.jpg,sandwich,89.58404660224915,1623,1393,455,238
000000044878.jpg,sandwich,92.27759838104248,1631,1439,699,548
000000044878.jpg,sandwich,85.66880226135254,889,624,845,519
000000062348.jpg,chair,72.54002094268799,525,120,586,302
000000062348.jpg,bowl,95.97275257110596,707,404,827,628
000000062348.jpg,diningtable,94.29579973220825,1613,69,1036,438
000000062348.jpg,bottle,83.64920616149902,1199,1055,638,321
000000062348.jpg,bowl,98.6581802368164,863,677,621,524
000000062348.jpg,sandwich,83.89071226119995,663,469,532,466
000000084273.jpg,bowl,63.045406341552734,1545,1211,445,217
000000084273.jpg,diningtable,98.02094101905823,1492,209,985,166
000000084273.jpg,cup,99.80095028877258,761,205,955,442
000000084273.jpg,bottle,87.27755546569824,347,132,204,9
000000084273.jpg,cup,79.15202379226685,1531,1237,431,178
000000084273.jpg,spoon,60.47946214675903,991,795,603,277
000000084273.jpg,fork,66.61867499351501,997,829,592,296
000000084273.jpg,cake,96.92659974098206,1230,982,644,363
000000084273.jpg,fork,98.455810546875,1003,693,941,498
000000084273.jpg,spoon,70.77391743659973,1311,1199,231,147
000000092288.jpg,diningtable,97.9388415813446,1546,123,977,16
000000092288.jpg,cup,79.23106551170349,1264,1033,407,18
000000092288.jpg,fork,62.34816908836365,1158,1013,745,244
000000092288.jpg,carrot,70.99704146385193,1040,950,482,408
000000116577.jpg,refrigerator,84.88181233406067,1366,116,1036,81
000000116577.jpg,bottle,93.33443641662598,1581,1420,1075,792
000000134769.jpg,chair,98.71430397033691,683,280,245,9
000000134769.jpg,diningtable,93.86822581291199,1454,146,1077,229
000000134769.jpg,pizza,98.79998564720154,1365,139,1076,321
000000134769.jpg,bottle,93.15155148506165,944,776,325,60
000000147659.jpg,sandwich,99.19813871383667,675,178,1019,570
000000147659.jpg,bowl,95.73836326599121,1531,1005,1108,729
000000147659.jpg,bottle,99.75345134735107,531,404,541,163
000000147659.jpg,cup,98.00894260406494,348,150,651,389
000000147659.jpg,sandwich,97.89725542068481,915,625,658,382
000000147659.jpg,sandwich,98.61814379692078,1219,903,685,450
000000177245.jpg,laptop,99.91378784179688,918,419,1001,597
000000177245.jpg,clock,66.1805808544159,1311,1045,726,409
000000177245.jpg,bottle,96.40071988105774,1608,1522,828,574
000000177245.jpg,cup,70.99876999855042,1514,1415,830,709
000000177245.jpg,mouse,99.9543845653534,1149,1024,954,879
000000211326.jpg,fork,66.11910462379456,1013,452,456,322
000000211326.jpg,diningtable,90.5359148979187,1614,24,1099,164
000000211326.jpg,book,91.74275398254395,1525,907,1060,443
