000000006595.jpg,"[['fork', 98.15945625305176, 1429, 583, 290, 170], ['diningtable', 93.38741302490234, 1575, 113, 1013, 135], ['cup', 64.24418091773987, 792, 471, 160, 18], ['broccoli', 70.69379091262817, 1008, 819, 406, 261], ['carrot', 97.84404039382936, 994, 736, 481, 392]]"
000000007090.jpg,"[['pizza', 73.04031252861024, 1215, 684, 287, 43], ['diningtable', 81.90131187438966, 1542, 178, 1059, 86], ['pizza', 98.0958342552185, 1216, 305, 1056, 440], ['cup', 98.85078668594359, 1540, 1189, 610, 214], ['fork', 99.11644458770752, 1298, 1123, 1072, 641]]"
000000007145.jpg,"[['pizza', 89.82751965522766, 1505, 111, 1058, 66], ['fork', 61.78848147392273, 1566, 1427, 859, 295]]"
000000009050.jpg,"[['wine glass', 94.65278387069702, 1613, 1182, 418, 67], ['book', 92.20252633094788, 522, 36, 1031, 415], ['wine glass', 85.48309803009033, 761, 590, 186, 17], ['bowl', 78.3336877822876, 288, 36, 280, 10], ['wine glass', 94.33050155639648, 651, 349, 325, 7], ['wine glass', 98.65675568580627, 968, 688, 318, 21], ['wine glass', 96.73262238502502, 1260, 972, 330, 34], ['carrot', 82.22696185112, 1105, 907, 621, 428], ['knife', 80.07096648216249, 1639, 1378, 854, 394], ['fork', 70.0775682926178, 1419, 1244, 963, 422], ['spoon', 73.31187129020691, 1601, 1336, 948, 454]]"
000000009156.jpg,"[['fork', 89.7581934928894, 1317, 1038, 1001, 564]]"
000000010856.jpg,"[['diningtable', 91.25742316246031, 1570, 73, 1045, 75], ['cake', 98.73198866844177, 1244, 604, 843, 309], ['fork', 99.42784905433656, 631, 448, 744, 278]]"
000000011527.jpg,"[['fork', 81.67804479598998, 724, 278, 369, 72], ['sandwich', 80.14094829559326, 1630, 635, 764, 42]]"
000000015266.jpg,"[['bowl', 99.29996728897095, 1549, 1193, 475, 250], ['diningtable', 88.13665509223938, 1609, 102, 1082, 163], ['cup', 99.80466365814208, 532, 191, 532, 176], ['knife', 95.81236839294434, 1613, 1271, 983, 651]]"
000000023158.jpg,"[['diningtable', 72.67149090766905, 1582, 103, 1021, 149], ['knife', 68.19747090339659, 1532, 731, 773, 405], ['fork', 69.92316246032715, 1622, 750, 845, 431], ['pizza', 90.86810350418092, 1537, 604, 1090, 515], ['cup', 72.95618653297423, 1517, 1181, 397, 32], ['fork', 88.42864632606506, 1623, 1268, 686, 572]]"
000000024231.jpg,"[['diningtable', 93.78299117088318, 1532, 141, 1048, 121], ['fork', 99.39253926277159, 365, 244, 836, 185], ['knife', 78.8615584373474, 1493, 1376, 917, 181], ['knife', 98.85528087615968, 1364, 1261, 1039, 119], ['spoon', 84.7833812236786, 1500, 1376, 1006, 289]]"
000000024702.jpg,"[['hot dog', 97.37241864204408, 802, 311, 691, 385], ['fork', 98.74240756034851, 1452, 1201, 820, 248]]"
000000027769.jpg,"[['cup', 97.31503129005432, 1466, 1209, 266, 70], ['broccoli', 80.18463850021362, 883, 737, 322, 192], ['fork', 99.4776725769043, 366, 179, 1083, 270]]"
000000027901.jpg,"[['bottle', 99.40553307533264, 512, 139, 470, 15], ['sandwich', 89.45164084434509, 1167, 593, 684, 146], ['carrot', 80.06523847579956, 1289, 815, 1083, 657], ['fork', 99.55607652664185, 370, 236, 1044, 607]]"
000000029838.jpg,"[['diningtable', 86.82981133460999, 1614, 60, 1045, 77], ['bottle', 97.48995304107666, 1632, 1440, 463, 56], ['carrot', 89.63202238082886, 1220, 1132, 691, 549], ['fork', 96.33675813674928, 1630, 1371, 688, 582], ['carrot', 78.36545705795287, 886, 778, 788, 665], ['carrot', 70.1802670955658, 1040, 938, 545, 498], ['carrot', 61.53000593185425, 885, 786, 615, 552], ['carrot', 71.16372585296631, 1015, 892, 733, 651]]"
000000031382.jpg,"[['chair', 77.23711133003233, 595, 63, 154, 12], ['bowl', 99.3379771709442, 1504, 685, 433, 75], ['bowl', 99.646258354187, 705, 110, 488, 116], ['diningtable', 99.46206212043762, 1587, 114, 1068, 210], ['fork', 94.58197355270386, 1627, 1450, 1068, 800]]"
000000031636.jpg,"[['bowl', 65.41067361831665, 667, 247, 554, 326], ['diningtable', 90.67129492759705, 1491, 100, 1000, 254], ['bowl', 99.4089901447296, 928, 650, 695, 452], ['spoon', 85.84502935409544, 1496, 1233, 823, 469]]"
000000034854.jpg,"[['bowl', 95.79178690910341, 1022, 220, 533, 67], ['sandwich', 98.62675070762634, 1359, 949, 552, 147], ['sandwich', 99.04356002807616, 955, 412, 948, 524]]"
000000035146.jpg,"[['fork', 86.00238561630249, 1534, 1145, 597, 384], ['diningtable', 81.51566982269287, 1554, 123, 1033, 95], ['pizza', 98.59181642532349, 1300, 35, 1075, 454], ['knife', 72.13191390037538, 1474, 1211, 533, 319]]"
000000035269.jpg,"[['sandwich', 98.05066585540771, 1204, 766, 714, 144], ['diningtable', 66.15277528762817, 1560, 118, 1046, 109], ['bottle', 78.54681611061095, 319, 143, 338, 23], ['fork', 84.90487933158876, 1544, 1390, 583, 326]]"
000000039758.jpg,"[['pizza', 99.27003383636476, 1430, 9, 991, 123], ['diningtable', 93.15974712371826, 1610, 0, 1020, 101], ['fork', 87.5524640083313, 1675, 1391, 958, 354], ['knife', 88.10332417488098, 1683, 1433, 850, 325]]"
000000040130.jpg,"[['sandwich', 98.6581802368164, 1053, 323, 976, 147], ['diningtable', 66.59358143806458, 1421, 273, 1041, 83], ['fork', 98.55616092681885, 1546, 1208, 562, 444]]"
000000041507.jpg,"[['fork', 92.73722767829895, 1538, 1180, 345, 139], ['sandwich', 76.07442140579224, 683, 157, 718, 261], ['diningtable', 79.98372316360474, 1451, 163, 1038, 82], ['cup', 94.481360912323, 307, 140, 287, 16]]"
000000041832.jpg,"[['pizza', 92.97319054603577, 1544, 178, 967, 125], ['fork', 74.99993443489075, 970, 527, 108, 21]]"
000000043917.jpg,"[['broccoli', 81.16344213485719, 1565, 956, 653, 154], ['fork', 94.73302364349364, 341, 66, 214, 16]]"
000000044934.jpg,"[['cup', 98.01382422447205, 1047, 655, 314, 46], ['pizza', 89.23388123512268, 1414, 184, 1017, 234], ['cup', 98.34256172180176, 652, 412, 221, 17], ['cup', 88.77926468849182, 429, 152, 268, 9], ['fork', 90.45217633247377, 1425, 1225, 695, 204]]"
000000045237.jpg,"[['sandwich', 88.71874213218689, 1341, 560, 958, 323], ['wine glass', 80.04903793334961, 1211, 999, 126, 30], ['cup', 97.45206236839294, 430, 149, 183, -1], ['wine glass', 66.39612913131714, 985, 744, 187, 20], ['cup', 96.1166501045227, 1553, 1369, 294, 39], ['fork', 73.76281619071959, 229, 141, 322, 135], ['knife', 66.84593558311461, 1538, 1327, 534, 228]]"
000000045775.jpg,"[['cup', 99.31079149246216, 1373, 1019, 484, 250], ['diningtable', 98.37782382965088, 1556, 127, 1016, 109], ['cup', 98.82592558860779, 1541, 1089, 723, 410], ['sandwich', 85.6593668460846, 912, 569, 652, 392], ['fork', 96.14852666854858, 458, 254, 784, 462], ['fork', 67.66642332077025, 487, 341, 791, 462], ['knife', 71.14414572715759, 487, 341, 791, 462]]"
000000045808.jpg,"[['diningtable', 74.34659004211427, 1575, 111, 1038, 122], ['wine glass', 80.79180717468263, 1543, 1279, 345, 30], ['knife', 86.20139956474304, 409, 152, 807, 303], ['fork', 99.0602731704712, 1460, 1322, 1066, 179]]"
000000049974.jpg,"[['chair', 97.58064150810242, 1100, 777, 519, 277], ['cake', 72.05968499183655, 753, 325, 722, 490], ['diningtable', 60.29982566833496, 1634, 36, 1004, 450], ['fork', 61.052364110946655, 1097, 609, 974, 772], ['wine glass', 99.5320975780487, 1518, 1247, 758, 150]]"
000000050306.jpg,"[['diningtable', 99.48353171348572, 1601, 108, 1038, 110], ['pizza', 96.3606595993042, 1493, 426, 1085, 421], ['cup', 95.48131227493286, 857, 707, 190, 45], ['cup', 85.10968089103699, 452, 226, 399, 48], ['cup', 98.7251043319702, 734, 514, 447, 180], ['knife', 88.67738842964172, 433, 299, 807, 384]]"
000000050422.jpg,"[['cup', 99.0075945854187, 1047, 652, 317, 41], ['pizza', 84.09954905509949, 1415, 181, 1019, 226], ['cup', 85.32775044441223, 425, 151, 231, 12], ['cup', 98.09861183166504, 650, 418, 221, 17], ['fork', 85.10974049568176, 1424, 1223, 691, 206]]"
000000052502.jpg,"[['diningtable', 98.82082939147949, 1478, 253, 1066, 35], ['knife', 94.90392208099364, 1492, 1380, 681, 251], ['fork', 99.5853066444397, 411, 303, 930, 265]]"
000000054517.jpg,"[['bottle', 99.89572763442992, 484, 119, 746, -15], ['diningtable', 88.4103000164032, 1499, 191, 1113, 133], ['sandwich', 98.56895804405212, 1111, 232, 1084, 535], ['fork', 94.12745833396912, 1468, 1009, 1100, 930], ['bottle', 99.90594983100893, 1106, 862, 498, 1]]"
000000056480.jpg,"[['diningtable', 78.00253629684448, 1522, 175, 1075, 59], ['cup', 68.76314282417296, 1018, 836, 147, 26], ['spoon', 90.89534282684326, 1539, 1360, 644, 272], ['fork', 89.36715126037598, 388, 205, 776, 254]]"
000000058609.jpg,"[['diningtable', 76.95239186286926, 1517, 245, 1129, 316], ['cup', 62.53643035888672, 1540, 1342, 508, 93], ['wine glass', 99.50045347213744, 524, 275, 616, 28], ['wine glass', 99.9447464942932, 766, 540, 646, 0], ['wine glass', 99.63783621788023, 1004, 794, 621, 47], ['wine glass', 95.07906436920166, 1302, 1059, 600, 58], ['cup', 99.08043146133423, 1507, 1236, 584, 161], ['knife', 87.03491687774658, 1541, 1365, 852, 565], ['knife', 92.99335479736328, 968, 656, 978, 635]]"
000000060467.jpg,"[['bottle', 98.61441254615784, 1534, 1155, 550, 85], ['sandwich', 87.90513873100281, 1528, 1018, 942, 424], ['bottle', 85.6617271900177, 592, 378, 495, 141], ['apple', 60.82233786582947, 1024, 745, 513, 391], ['fork', 95.00426054000854, 275, 87, 600, 328]]"
000000061672.jpg,"[['diningtable', 86.13691329956055, 1430, 235, 1004, 164], ['bowl', 99.5891571044922, 1270, 374, 967, 324], ['cup', 98.11939001083374, 1178, 986, 353, 53], ['cup', 94.40940022468568, 457, 154, 342, 108], ['bowl', 60.87159514427185, 706, 562, 333, 146], ['bowl', 99.33121800422668, 964, 707, 318, 166], ['cup', 71.02042436599731, 1370, 1172, 347, 133], ['fork', 80.55903911590576, 1401, 1237, 702, 374], ['bowl', 88.9699935913086, 412, 143, 706, 455]]"
000000065835.jpg,"[['diningtable', 96.04697823524477, 1522, 150, 1008, 136], ['cup', 74.1439700126648, 1496, 1133, 419, 19], ['broccoli', 94.0530240535736, 783, 566, 568, 409], ['knife', 65.8960223197937, 339, 148, 898, 289], ['fork', 65.07031917572021, 399, 172, 975, 277], ['fork', 78.60133647918701, 453, 269, 1018, 245], ['broccoli', 97.5962221622467, 1058, 788, 781, 518]]"
000000066632.jpg,"[['wine glass', 93.0750608444214, 1533, 1279, 411, 24], ['carrot', 88.57632875442505, 981, 619, 590, 516], ['fork', 84.90298390388489, 328, 160, 961, 206], ['carrot', 96.26296162605286, 873, 598, 686, 605], ['spoon', 98.16715121269226, 1487, 1323, 956, 353]]"
000000068881.jpg,"[['fork', 93.52186918258668, 1565, 1216, 485, 248]]"
000000069532.jpg,"[['diningtable', 85.52244901657104, 1512, 114, 1039, 77], ['cup', 99.84729290008544, 428, 135, 455, 60], ['fork', 98.28415513038635, 409, 129, 759, 428]]"
000000071929.jpg,"[['fork', 96.75247073173523, 1546, 1122, 511, 289], ['knife', 89.72099423408508, 855, 266, 808, 513]]"
000000079236.jpg,"[['pizza', 92.18074083328248, 1545, 144, 996, 119], ['diningtable', 76.22641324996948, 1574, 112, 1105, 139], ['bottle', 91.41088128089905, 610, 334, 162, 11], ['cup', 97.40793108940123, 830, 604, 142, 19], ['cup', 91.96053147315979, 1444, 1157, 188, 26], ['fork', 75.96355676651002, 289, 127, 793, 240]]"
000000081012.jpg,"[['diningtable', 99.2695689201355, 1562, 168, 1088, 56], ['sandwich', 97.92221784591676, 1241, 745, 726, 437], ['sandwich', 94.2674458026886, 785, 402, 980, 452], ['cup', 91.63337349891664, 718, 463, 389, 53], ['fork', 98.51161241531372, 485, 254, 825, 356]]"
000000088272.jpg,"[['knife', 99.10159111022949, 1454, 695, 425, 176], ['pizza', 78.05057168006897, 1218, 616, 819, 373], ['fork', 99.846088886261, 1337, 1192, 984, 417]]"
000000089735.jpg,"[['carrot', 62.19182014465332, 1518, 183, 1033, 229], ['fork', 93.56594681739807, 1541, 1325, 228, 33]]"
000000092288.jpg,"[['diningtable', 97.93882966041565, 1546, 123, 977, 16], ['cup', 79.23107743263246, 1264, 1033, 407, 18], ['fork', 62.348151206970215, 1158, 1013, 745, 244], ['carrot', 70.9971070289612, 1040, 950, 482, 408]]"
000000092323.jpg,"[['sandwich', 98.42869639396669, 1174, 474, 1013, 616], ['diningtable', 98.45573306083679, 1539, 130, 1087, 537], ['chair', 99.14937019348145, 1458, 1222, 602, 394], ['fork', 91.92065000534058, 1522, 1263, 900, 760], ['car', 99.64417815208435, 648, 435, 485, 422]]"
000000093793.jpg,"[['diningtable', 97.24892377853394, 1625, 89, 1015, 137], ['wine glass', 97.4365234375, 1551, 1327, 253, 41], ['wine glass', 94.63151693344116, 720, 381, 316, 14], ['cup', 97.07908034324646, 1361, 1052, 329, 26], ['carrot', 92.13234782218932, 542, 303, 620, 514], ['carrot', 61.51515245437622, 796, 551, 710, 564], ['carrot', 91.84955358505249, 376, 253, 788, 611], ['carrot', 82.68623352050781, 496, 374, 806, 639], ['carrot', 65.11083245277405, 764, 501, 846, 575], ['carrot', 83.2356095314026, 621, 486, 857, 676]]"
000000098054.jpg,"[['diningtable', 97.10313081741332, 1560, 87, 915, 184], ['cup', 99.79770183563231, 603, 314, 384, 13], ['fork', 82.09480047225951, 1306, 1200, 791, 370], ['spoon', 83.43580961227417, 1420, 1316, 821, 423]]"
000000101362.jpg,"[['sandwich', 97.41575121879578, 687, 249, 740, 229], ['sandwich', 98.00040125846864, 1001, 652, 845, 245], ['diningtable', 92.36289858818054, 1606, 50, 983, 143], ['wine glass', 88.76229524612427, 1195, 974, 331, 30], ['fork', 66.25251173973082, 1538, 1355, 461, 230]]"
000000103628.jpg,"[['fork', 79.98709082603455, 1565, 1095, 280, 77], ['sandwich', 97.51493334770204, 717, 145, 550, 109], ['bowl', 98.43891859054564, 644, 148, 949, 507]]"
000000104669.jpg,"[['diningtable', 64.4892156124115, 1424, 220, 1071, 147], ['broccoli', 90.101420879364, 937, 699, 961, 748], ['carrot', 65.14723896980286, 750, 654, 1001, 856]]"
000000104879.jpg,"[['sandwich', 74.93900656700134, 1034, 665, 525, 269], ['sandwich', 64.09450173377991, 1422, 1016, 854, 340], ['sandwich', 99.62213039398192, 1164, 519, 967, 464], ['wine glass', 97.90750741958618, 1015, 740, 273, 34], ['bottle', 95.23199796676636, 591, 330, 349, 10], ['bowl', 96.1615025997162, 758, 498, 644, 412]]"
000000105812.jpg,"[['cup', 99.6810257434845, 1563, 1192, 690, 100], ['sandwich', 97.51219153404236, 501, 53, 880, 373], ['sandwich', 99.85002279281616, 972, 429, 1092, 510]]"
000000110030.jpg,"[['diningtable', 94.60287690162659, 1431, 225, 1043, 95], ['sandwich', 90.41135311126708, 893, 445, 875, 452], ['sandwich', 93.34055185317992, 1237, 789, 967, 490], ['cup', 98.59294891357422, 454, 147, 520, 28], ['fork', 95.22611498832704, 1442, 1298, 803, 283]]"
