000000003877.jpg,tvmonitor,99.82695579528809,1554,1182,447,229
000000003877.jpg,book,66.17883443832397,425,246,610,497
000000003877.jpg,chair,72.60168194770813,1559,1428,1032,609
000000003877.jpg,chair,99.53314065933228,990,744,1040,670
000000003877.jpg,book,72.63647317886353,192,159,788,643
000000003877.jpg,book,74.64923858642578,227,195,786,648
000000003877.jpg,book,65.63032865524292,252,222,780,653
000000019022.jpg,tvmonitor,99.78588819503784,1495,1071,729,402
000000019022.jpg,refrigerator,94.24586296081543,610,460,793,472
000000019022.jpg,chair,77.84896492958069,184,35,1002,586
000000019022.jpg,chair,99.73268508911133,387,169,987,602
000000039963.jpg,bed,98.36595058441162,1619,648,1093,862
000000039963.jpg,tvmonitor,91.35152101516724,613,367,690,423
000000039963.jpg,keyboard,81.30409121513367,639,417,715,674
000000048001.jpg,tvmonitor,99.88081455230713,601,249,861,577
000000048001.jpg,diningtable,62.79639005661011,1554,1123,904,623
000000048001.jpg,chair,98.78902435302734,1223,902,985,575
000000048001.jpg,vase,97.05421924591064,1463,1414,646,550
000000048001.jpg,remote,87.53332495689392,739,634,818,785
000000052282.jpg,bicycle,99.86225962638855,1469,896,890,572
000000052282.jpg,tvmonitor,99.15499687194824,587,340,718,520
000000052282.jpg,remote,91.31935238838196,1078,980,998,958
000000062311.jpg,tvmonitor,87.5970721244812,582,138,887,565
000000062311.jpg,clock,89.87667560577393,821,710,436,290
000000069209.jpg,tvmonitor,98.15806150436401,1452,1148,794,518
000000078274.jpg,sofa,87.72732615470886,596,9,1023,653
000000078274.jpg,tvmonitor,99.74152445793152,1683,1314,721,346
000000085940.jpg,tvmonitor,99.86612200737,586,172,696,315
000000085940.jpg,oven,99.2473840713501,1216,622,1090,566
000000085940.jpg,sink,82.44887590408325,1530,1356,684,579
000000100395.jpg,bed,99.48381781578064,1545,662,1098,700
000000100395.jpg,tvmonitor,99.87182021141052,526,274,408,154
000000109084.jpg,tvmonitor,99.12680387496948,1325,1146,523,370
000000109084.jpg,pottedplant,95.60930132865906,1164,1006,631,447
000000109084.jpg,chair,70.23866176605225,843,594,647,461
000000109084.jpg,sofa,72.17668294906616,842,595,665,464
000000109084.jpg,sofa,78.04985642433167,610,345,907,539
000000109084.jpg,chair,74.2247223854065,1547,1327,1081,634
000000109084.jpg,chair,99.6716320514679,912,566,1058,729
000000109084.jpg,cup,90.44838547706604,1225,981,1071,878
000000118227.jpg,toilet,86.99803948402405,1576,911,1040,625
000000118227.jpg,tvmonitor,75.36827325820923,462,134,375,92
000000124827.jpg,sofa,99.65558648109436,1092,699,873,622
000000124827.jpg,bottle,75.75031518936157,372,252,1061,935
000000124827.jpg,pottedplant,62.678611278533936,1205,1166,649,601
000000141278.jpg,chair,99.84779953956604,744,210,1052,408
000000141278.jpg,tvmonitor,97.95201420783997,928,718,340,163
000000141278.jpg,laptop,99.85807538032532,1078,832,482,304
000000150671.jpg,sofa,74.55819845199585,587,149,835,614
000000150671.jpg,tvmonitor,99.13862347602844,1550,1436,738,507
000000150671.jpg,chair,99.08079504966736,1061,843,825,625
000000159240.jpg,chair,99.28721189498901,999,648,997,544
000000159240.jpg,tvmonitor,99.80959892272949,1243,1052,741,571
000000159240.jpg,chair,86.32713556289673,1542,1262,931,608
000000171940.jpg,sofa,93.50561499595642,1193,589,914,579
000000171940.jpg,sofa,97.48563170433044,1562,1148,1116,672
000000171940.jpg,tvmonitor,98.98820519447327,1412,1208,691,523
000000182673.jpg,sofa,99.26608204841614,1430,821,1076,710
000000182673.jpg,tvmonitor,89.67851400375366,648,484,523,357
000000182673.jpg,chair,72.68500328063965,1317,1198,640,511
000000182673.jpg,chair,89.69275951385498,1036,813,750,572
000000182673.jpg,chair,91.0442590713501,1234,990,771,598
000000182673.jpg,vase,90.23287296295166,326,286,286,214
000000182673.jpg,chair,64.14777040481567,1180,1105,566,492
000000190957.jpg,tvmonitor,89.37281966209412,874,500,1021,717
000000190957.jpg,person,72.0277190208435,803,562,947,730
000000203160.jpg,chair,72.41774201393127,1204,726,701,413
000000203160.jpg,sofa,98.55201244354248,1493,141,1102,494
000000203160.jpg,car,92.67696142196655,1057,925,341,236
000000203160.jpg,tvmonitor,99.92334246635437,566,310,429,200
000000203160.jpg,wine glass,77.51930356025696,542,498,649,542
000000213375.jpg,toilet,78.73963117599487,773,551,926,613
000000213375.jpg,toilet,98.25749397277832,1218,932,1073,771
000000222964.jpg,sofa,90.19988179206848,1058,410,1040,588
000000222964.jpg,bed,92.44235157966614,565,139,1060,820
000000222964.jpg,tvmonitor,88.29128742218018,1494,1322,741,612
000000222964.jpg,book,72.66544699668884,962,947,549,502
000000222964.jpg,book,77.84780263900757,991,978,546,500
000000222964.jpg,book,68.69702935218811,991,980,604,562
000000235176.jpg,diningtable,64.97547030448914,983,255,1043,577
000000235176.jpg,sofa,99.45683479309082,1497,468,1100,557
000000235176.jpg,tvmonitor,99.88716840744019,651,374,423,196
000000235176.jpg,chair,85.91574430465698,1264,1102,469,182
000000235176.jpg,chair,99.2235541343689,1018,746,491,254
000000235176.jpg,bottle,99.09746646881104,561,501,741,541
000000235176.jpg,book,60.16312837600708,1290,1258,379,303
000000240685.jpg,bed,99.07326698303223,940,67,990,435
000000240685.jpg,sofa,90.47096967697144,1615,1206,1030,521
000000240685.jpg,tvmonitor,98.6221969127655,255,83,447,338
000000240685.jpg,chair,95.72115540504456,296,113,609,428
000000244754.jpg,sofa,98.20797443389893,1304,448,948,494
000000244754.jpg,tvmonitor,99.62459802627563,220,57,710,399
000000260519.jpg,chair,68.8863754272461,1634,1239,1128,588
000000260519.jpg,sofa,74.13951754570007,1634,1239,1128,588
000000260519.jpg,tvmonitor,98.78993034362793,299,70,601,409
000000260519.jpg,vase,92.07963347434998,657,577,355,252
000000260519.jpg,vase,91.45410656929016,1161,1084,365,262
000000260519.jpg,remote,71.54831886291504,250,129,1021,934
000000275661.jpg,tvmonitor,98.86948466300964,570,283,437,131
000000275661.jpg,keyboard,99.82032179832458,668,332,556,418
000000275661.jpg,chair,84.60252285003662,1541,1325,875,354
000000275661.jpg,book,67.28127002716064,997,974,169,38
000000275661.jpg,book,62.56051063537598,1031,1003,168,39
000000275661.jpg,book,62.44150996208191,1061,1029,168,46
000000275661.jpg,mouse,82.869553565979,737,671,463,429
000000295134.jpg,chair,97.63448238372803,733,274,1058,722
000000295134.jpg,tvmonitor,98.18357825279236,1357,1170,638,493
000000295134.jpg,chair,99.2857575416565,676,340,849,503
000000295134.jpg,book,64.02359008789062,574,560,301,254
000000295134.jpg,book,71.07072472572327,605,592,368,317
000000295134.jpg,book,60.078245401382446,737,669,347,335
000000295134.jpg,book,71.5076744556427,606,591,446,399
000000306466.jpg,chair,99.467933177948,909,499,1077,685
000000306466.jpg,tvmonitor,99.91458654403687,1381,1108,545,329
000000312435.jpg,chair,99.58782196044922,570,121,917,343
000000312435.jpg,tvmonitor,92.6788866519928,694,436,234,21
000000312435.jpg,keyboard,99.15599226951599,710,444,365,312
000000312435.jpg,mouse,68.63811612129211,782,739,359,333
000000312435.jpg,mouse,82.49083757400513,436,368,368,345
000000324365.jpg,sofa,74.99125003814697,922,380,710,424
000000324365.jpg,sofa,97.2204327583313,543,25,1072,513
