000000012463.jpg,keyboard,97.21512794494629,736,6,1049,657
000000030944.jpg,cell phone,80.05573749542236,600,273,630,113
000000030944.jpg,mouse,88.77140283584595,929,693,1050,699
000000063857.jpg,diningtable,95.64043283462524,1507,192,1017,123
000000063857.jpg,wine glass,97.67661094665527,945,767,329,87
000000063857.jpg,knife,99.50134754180908,482,358,822,422
000000063857.jpg,mouse,99.67426061630249,1463,1258,791,530
000000118108.jpg,cup,75.0714361667633,1542,1099,730,75
000000118108.jpg,mouse,98.38173389434814,649,283,992,534
000000118108.jpg,keyboard,92.28773713111877,396,156,714,303
000000155177.jpg,laptop,99.832683801651,871,177,857,197
000000155177.jpg,laptop,99.91816282272339,1434,916,851,368
000000155177.jpg,mouse,64.72743153572083,1350,1061,1074,959
000000180549.jpg,book,91.55311584472656,1484,765,305,161
000000180549.jpg,keyboard,98.91325831413269,1036,141,857,457
000000180549.jpg,mouse,99.44146275520325,1362,884,958,774
000000197600.jpg,tvmonitor,80.07426261901855,1605,560,425,55
000000197600.jpg,cell phone,61.40769720077515,445,41,538,369
000000197600.jpg,keyboard,99.77570176124573,1340,291,778,446
000000197600.jpg,mouse,95.59445381164551,1604,1316,819,624
000000197600.jpg,chair,64.88617658615112,599,40,1053,613
000000238171.jpg,laptop,99.75960850715637,1434,751,630,132
000000238171.jpg,keyboard,99.8920202255249,1223,516,904,656
000000238171.jpg,wine glass,99.14819002151489,1515,1307,967,519
000000238171.jpg,mouse,99.88054633140564,1138,964,1066,892
000000253265.jpg,laptop,99.87452626228333,581,113,802,114
000000253265.jpg,bottle,75.4326343536377,1535,1423,1013,645
000000253265.jpg,mouse,99.34015274047852,591,455,954,798
000000304815.jpg,keyboard,70.01091837882996,1599,606,916,617
000000304815.jpg,mouse,99.82312321662903,496,220,763,564
000000322866.jpg,laptop,98.18713068962097,1208,536,1043,677
000000322866.jpg,clock,89.68977928161621,254,86,426,267
000000322866.jpg,cell phone,86.09908819198608,1427,1268,796,534
000000322866.jpg,cell phone,98.78154397010803,1664,1536,937,779
000000322866.jpg,mouse,99.86513257026672,1332,1182,976,824
000000341874.jpg,laptop,99.93165731430054,1072,133,928,376
000000341874.jpg,diningtable,91.79772138595581,1273,96,1041,371
000000341874.jpg,mouse,99.11490082740784,1479,1198,706,619
000000366527.jpg,tvmonitor,67.5225019454956,1586,932,432,89
000000366527.jpg,laptop,99.43442940711975,1190,151,982,140
000000366527.jpg,mouse,99.9086081981659,1286,1073,820,667
000000394180.jpg,tvmonitor,99.93277788162231,784,110,741,7
000000394180.jpg,laptop,98.70724678039551,1538,971,606,294
000000394180.jpg,keyboard,99.95108246803284,1412,188,1103,651
000000394180.jpg,mouse,99.7975766658783,1520,1309,780,621
000000413058.jpg,laptop,99.73620772361755,777,109,894,258
000000413058.jpg,laptop,99.92696046829224,1513,748,970,222
000000413058.jpg,mouse,99.23611879348755,733,611,1012,836
000000430135.jpg,laptop,98.27598333358765,1187,459,973,103
000000430135.jpg,mouse,99.82656836509705,1458,1293,794,613
000000474401.jpg,laptop,99.37623143196106,1334,378,996,190
000000474401.jpg,diningtable,64.93149399757385,1471,210,1034,402
000000474401.jpg,chair,92.47300624847412,1060,767,188,28
000000474401.jpg,mouse,99.94959831237793,1477,1332,867,717
000000474401.jpg,mouse,65.3286874294281,273,143,1048,890
000000488390.jpg,laptop,99.90096688270569,1130,233,864,249
000000488390.jpg,bottle,98.64040017127991,458,342,648,307
000000503943.jpg,tvmonitor,95.81499099731445,1115,631,218,44
000000503943.jpg,laptop,98.57149720191956,909,221,961,351
000000503943.jpg,bed,97.81981706619263,1517,165,1079,353
000000503943.jpg,person,64.78009223937988,1027,711,120,18
000000503943.jpg,cell phone,99.7884213924408,1105,879,794,649
000000503943.jpg,mouse,99.74984526634216,1321,1123,881,721
000000517670.jpg,laptop,93.18703413009644,1309,573,853,97
000000517670.jpg,keyboard,66.18447303771973,1202,628,1086,817
000000555009.jpg,tvmonitor,98.95299673080444,1495,884,519,58
000000555009.jpg,tvmonitor,99.16568994522095,884,327,556,41
000000555009.jpg,laptop,99.62931871414185,582,100,907,324
000000555009.jpg,keyboard,98.87893199920654,1154,579,799,626
000000555009.jpg,bottle,98.19278717041016,1541,1406,702,362
000000555009.jpg,mouse,98.48358035087585,1401,1240,937,792
